"","i","R","P","Gene","FDR","syngo","ENSG"
"5209",5209,0.0105082602644866,0.444090419633232,"RP11-326I11.4",0.466396331121659,FALSE,"ENSG00000271538"
"5210",5210,0.0627582978750535,0.199622912909728,"CASP3",0.278165354270449,FALSE,"ENSG00000164305"
"5211",5211,0.0306681535509037,0.340646921150722,"PRIMPOL",0.396829766095706,FALSE,"ENSG00000164306"
"5212",5212,0.153670559574575,0.0176153294993591,"MLF1IP",0.0441349111622281,FALSE,"ENSG00000151725"
"5213",5213,0.188337813395131,0.00449472703704018,"ACSL1",0.0146290644130081,FALSE,"ENSG00000151726"
"5214",5214,-0.240892187231305,0.000311427158981355,"SLC25A4",0.00157245961423591,FALSE,"ENSG00000151729"
"5215",5215,-0.034318339283305,0.32286955890238,"KIAA1430",0.383146712942511,FALSE,"ENSG00000164323"
"5216",5216,-0.411392624172188,1.7320160238685e-11,"SNX25",8.90941918704594e-10,FALSE,"ENSG00000109762"
"5217",5217,0.261690445986072,8.54423246759207e-05,"LRP2BP",0.000528991620286254,FALSE,"ENSG00000109771"
"5218",5218,-0.0610883062385593,0.206003385234234,"RP11-714G18.1",0.284186676217651,FALSE,"ENSG00000250410"
"5219",5219,0.0985815202880177,0.0914507277409764,"ANKRD37",0.158517763521911,FALSE,"ENSG00000186352"
"5220",5220,0.0802014001802949,0.140078160551689,"UFSP2",0.215845063348168,FALSE,"ENSG00000109775"
"5221",5221,0.129088882720741,0.0395135295061319,"C4orf47",0.0835798864077906,FALSE,"ENSG00000205129"
"5222",5222,-0.177446499848535,0.00711793942696764,"CCDC110",0.0211634424864224,FALSE,"ENSG00000168491"
"5223",5223,0.0128246865047776,0.431871743716977,"RP11-279O9.4",0.459046389064305,FALSE,"ENSG00000249679"
"5224",5224,0.343688699407692,9.23327914586001e-08,"PDLIM3",1.58863212131263e-06,FALSE,"ENSG00000154553"
"5225",5225,-0.250892392803883,0.000170356280032586,"SORBS2",0.000944274006496411,FALSE,"ENSG00000154556"
"5226",5226,-0.092985744678026,0.104754825830296,"RP11-301L8.2",0.174751485190847,FALSE,"ENSG00000233110"
"5227",5227,0.438005005129567,2.06474772268137e-13,"TLR3",1.63950801312914e-11,FALSE,"ENSG00000164342"
"5228",5228,-0.0969970932831544,0.0950880633808699,"FAM149A",0.163119450336919,FALSE,"ENSG00000109794"
"5229",5229,-0.0864497049980347,0.121943254430327,"RP11-173M11.2",0.195676385016107,FALSE,"ENSG00000250327"
"5230",5230,-0.0317989587193464,0.33510066781768,"ORAOV1P1",0.392495157377524,FALSE,"ENSG00000251008"
"5231",5231,0.109914688395199,0.0683040422477246,"AC110771.1",0.126904724733238,FALSE,"ENSG00000269302"
"5232",5232,0.272362975530845,4.14353634476681e-05,"CYP4V2",0.000287290929517616,FALSE,"ENSG00000145476"
"5233",5233,0.0758247182827091,0.153785545676455,"KLKB1",0.231024682356296,FALSE,"ENSG00000164344"
"5234",5234,0.119241565306159,0.0527931577740613,"F11",0.104355535617798,FALSE,"ENSG00000088926"
"5235",5235,0.32390894117997,6.44088976002841e-07,"FAT1",8.39076849597451e-06,FALSE,"ENSG00000083857"
"5236",5236,-0.0666377481998986,0.185252189412923,"RP11-756P10.3",0.263986348821578,FALSE,"ENSG00000180015"
"5237",5237,-0.0333438562299303,0.327579443600579,"AF146191.4",0.386694865580059,FALSE,"ENSG00000245685"
"5238",5238,0.0297248889274664,0.345299020477957,"FRG1",0.400152510555622,FALSE,"ENSG00000109536"
"5239",5239,-0.114379340821318,0.0605015540545427,"CCDC127",0.115538508614667,FALSE,"ENSG00000164366"
"5240",5240,0.00224589886444231,0.488014294082092,"SDHA",0.493150754631223,FALSE,"ENSG00000073578"
"5241",5241,-0.00757935492651155,0.459612228010702,"CTD-2083E4.6",0.475907108541861,FALSE,"ENSG00000248925"
"5242",5242,-0.0948630152649923,0.100148527701795,"PDCD6",0.16921152067153,FALSE,"ENSG00000249915"
"5243",5243,-0.056461562185447,0.224279350198739,"AHRR",0.301682562347188,FALSE,"ENSG00000063438"
"5244",5244,-0.153761150858346,0.0175588464911469,"C5orf55",0.0440346557573442,FALSE,"ENSG00000221990"
"5245",5245,-0.111865114398158,0.0648078104407085,"EXOC3",0.121868648333669,TRUE,"ENSG00000180104"
"5246",5246,0.0489961235103595,0.255558018324905,"CTD-2228K2.5",0.329012275950135,FALSE,"ENSG00000188242"
"5247",5247,0.0288050849410924,0.349857282052245,"CTD-2228K2.7",0.403704758310675,FALSE,"ENSG00000225138"
"5248",5248,-0.146552946033436,0.0225467337743654,"SLC9A3",0.0538120399361942,FALSE,"ENSG00000066230"
"5249",5249,-0.00872008793015015,0.453558524772274,"CEP72",0.472201148839397,FALSE,"ENSG00000112877"
"5250",5250,-0.207167953569814,0.00188969614064306,"TPPP",0.00718328643128185,FALSE,"ENSG00000171368"
"5251",5251,-0.0808100459049453,0.138237650129084,"AC026740.1",0.213815828946662,FALSE,"ENSG00000268885"
"5252",5252,0.0157486049656447,0.416539521791352,"CTD-2589H19.6",0.448743180308224,FALSE,"ENSG00000271781"
"5253",5253,0.124960987007931,0.0447175831427941,"ZDHHC11",0.0918277646775684,FALSE,"ENSG00000188818"
"5254",5254,-0.0910526513912509,0.109651147065882,"ZDHHC11B",0.180630563331546,FALSE,"ENSG00000206077"
"5255",5255,-0.103400178232829,0.0810038896001562,"BRD9",0.144219933348085,FALSE,"ENSG00000028310"
"5256",5256,-0.160125534142368,0.0139493122259804,"TRIP13",0.0365530931537541,FALSE,"ENSG00000071539"
"5257",5257,-0.12383030093067,0.0462324332929648,"NKD2",0.0941972294259471,FALSE,"ENSG00000145506"
"5258",5258,0.201880323276613,0.00243331482498959,"SLC12A7",0.00882876330880177,FALSE,"ENSG00000113504"
"5259",5259,-0.167908445998131,0.0103989202032338,"CLPTM1L",0.0288842855728358,FALSE,"ENSG00000049656"
"5260",5260,0.085625936968765,0.124238136991874,"LPCAT1",0.198353984798655,FALSE,"ENSG00000153395"
"5261",5261,0.061142729401379,0.20579362749713,"CTD-2245E15.3",0.283987234667783,FALSE,"ENSG00000251532"
"5262",5262,-0.0385499832079508,0.302741712322434,"SDHAP3",0.367232157103049,FALSE,"ENSG00000185986"
"5263",5263,0.0786533761336606,0.144831557293334,"CTD-2012J19.3",0.221075555834894,FALSE,"ENSG00000271119"
"5264",5264,-0.0108280175632031,0.442400444480076,"RP11-43F13.1",0.465464445404016,FALSE,"ENSG00000188002"
"5265",5265,-0.0695756975079461,0.174794345738409,"MRPL36",0.253158284469134,FALSE,"ENSG00000171421"
"5266",5266,0.00702571695619605,0.462553654294643,"NDUFS6",0.477767516331148,FALSE,"ENSG00000145494"
"5267",5267,-0.213356497380587,0.00139190869552406,"KIAA0947",0.00553818064230264,FALSE,"ENSG00000164151"
"5268",5268,-0.049678285319542,0.252611431070785,"CTC-471C19.1",0.326408028911688,FALSE,"ENSG00000261037"
"5269",5269,0.212119780024677,0.00148087910614735,"CTD-2324F15.2",0.00582989896390997,FALSE,"ENSG00000250490"
"5270",5270,-0.252666499943189,0.000152525088304864,"MED10",0.000858560505272529,FALSE,"ENSG00000133398"
"5271",5271,-0.238106103725615,0.00036626415071769,"UBE2QL1",0.00180072374836879,FALSE,"ENSG00000215218"
"5272",5272,-0.140914744961704,0.027208280425563,"LINC01018",0.062564662297807,FALSE,"ENSG00000250056"
"5273",5273,0.0677350318728962,0.18130317474886,"NSUN2",0.259802100166477,FALSE,"ENSG00000037474"
"5274",5274,-0.286021357779387,1.53875807481071e-05,"SRD5A1",0.000124557237366352,FALSE,"ENSG00000145545"
"5275",5275,-0.33485397758509,2.25797533788721e-07,"CTD-2044J15.2",3.42288534175174e-06,FALSE,"ENSG00000272520"
"5276",5276,-0.0465471587036079,0.266277423323627,"CTD-2044J15.1",0.337784407297183,FALSE,"ENSG00000248677"
"5277",5277,-0.221885387328755,0.000897076480367898,"PAPD7",0.00382903164935188,FALSE,"ENSG00000112941"
"5278",5278,0.100407073773344,0.0873848604381454,"ADCY2",0.153283701404763,FALSE,"ENSG00000078295"
"5279",5279,0.245012282539766,0.000243877333300029,"C5orf49",0.00128117233902168,FALSE,"ENSG00000215217"
"5280",5280,-0.0951288333018298,0.0995080362877872,"MTRR",0.168413753372124,FALSE,"ENSG00000124275"
"5281",5281,-0.180560449300398,0.006259864211969,"FASTKD3",0.0191204982284936,FALSE,"ENSG00000124279"
"5282",5282,0.0620404201281102,0.202351466579192,"RP11-480D4.6",0.280783204998984,FALSE,"ENSG00000272049"
"5283",5283,-0.00710539017642679,0.462130232367951,"MIR4458HG",0.477547301677478,FALSE,"ENSG00000247516"
"5284",5284,-0.0143928534910893,0.423634887207725,"RP11-143A12.3",0.45358670505875,FALSE,"ENSG00000250198"
"5285",5285,0.105660474559713,0.0764157748936957,"SEMA5A",0.13791644769756,FALSE,"ENSG00000112902"
"5286",5286,0.203689300962328,0.0022335934246033,"SNHG18",0.00824768489136595,FALSE,"ENSG00000250786"
"5287",5287,-0.0137259039073446,0.427134335573034,"CTD-2199O4.6",0.455813452872722,FALSE,"ENSG00000272417"
"5288",5288,-0.182267670148573,0.00582831447784378,"FAM173B",0.0180449594153882,FALSE,"ENSG00000150756"
"5289",5289,-0.0308284671960487,0.339858569350521,"CCT5",0.396440616124493,FALSE,"ENSG00000150753"
"5290",5290,0.0378930344603107,0.305830734194125,"CTD-2256P15.4",0.369344739647802,FALSE,"ENSG00000271980"
"5291",5291,0.0250131346974031,0.368864426998584,"CMBL",0.416745366396119,FALSE,"ENSG00000164237"
"5292",5292,-0.067960045885618,0.180499717651283,"CTD-2256P15.2",0.2589660393061,FALSE,"ENSG00000259802"
"5293",5293,-0.211977602071103,0.00149142388362332,"ROPN1L",0.00586429394995137,FALSE,"ENSG00000145491"
"5294",5294,-0.253831203506809,0.000141762279295424,"ANKRD33B",0.000809272321866611,FALSE,"ENSG00000164236"
"5295",5295,-0.26372727943083,7.46638436329288e-05,"RP11-54F2.1",0.000471152163700695,FALSE,"ENSG00000251196"
"5296",5296,-0.251988065749624,0.00015913257521326,"RP11-215G15.5",0.000890946510916991,FALSE,"ENSG00000272016"
"5297",5297,0.180266041510119,0.00633699395427447,"DAP",0.0193150417402943,FALSE,"ENSG00000112977"
"5298",5298,-0.0430104704339832,0.282136149265841,"CTNND2",0.350638940414543,TRUE,"ENSG00000169862"
"5299",5299,-0.131916698819038,0.036232761525123,"DNAH5",0.0781184740995271,FALSE,"ENSG00000039139"
"5300",5300,-0.179808021193171,0.00645860965751349,"TRIO",0.0196080684640942,TRUE,"ENSG00000038382"
"5301",5301,0.0161970489793893,0.414198234103233,"FAM105A",0.447280446001387,FALSE,"ENSG00000145569"
"5302",5302,0.00125001402384567,0.493328370801991,"EEF1A1P13",0.496005461749967,FALSE,"ENSG00000250182"
"5303",5303,0.0976827220167786,0.0935016281886247,"CTD-2165H16.4",0.161138452831934,FALSE,"ENSG00000261360"
"5304",5304,0.149069848309946,0.0206878403166414,"FAM105B",0.0502322151117577,FALSE,"ENSG00000154124"
"5305",5305,-0.310224608386189,2.189821229434e-06,"ANKH",2.3221156757273e-05,FALSE,"ENSG00000154122"
"5306",5306,0.0311311538192949,0.338371936633098,"RBBP4P1",0.395238015996048,FALSE,"ENSG00000249485"
"5307",5307,0.151488344263646,0.0190220035421173,"CTB-40H15.4",0.0469855932450027,FALSE,"ENSG00000272057"
"5308",5308,0.324710081134592,5.97805877878834e-07,"FBXL7",7.88536296397855e-06,FALSE,"ENSG00000183580"
"5309",5309,-0.108269145096178,0.0713617522496832,"ZNF622",0.131269411887862,FALSE,"ENSG00000173545"
"5310",5310,-0.238283507149648,0.000362528184868366,"FAM134B",0.00178586631689217,FALSE,"ENSG00000154153"
"5311",5311,0.295890332199001,7.16994800583756e-06,"MYO10",6.4819026123164e-05,FALSE,"ENSG00000145555"
"5312",5312,-0.227349264328249,0.000669435673080085,"BASP1",0.00298272273843966,FALSE,"ENSG00000176788"
"5313",5313,-0.0124472809058032,0.43385849884277,"CTD-2228A4.1",0.460191283426654,FALSE,"ENSG00000271892"
"5314",5314,-0.228299559117765,0.000635622551802093,"AC091878.1",0.00285367001605562,FALSE,"ENSG00000215196"
"5315",5315,0.128017574117406,0.0408158857010389,"FTH1P10",0.0856286299934775,FALSE,"ENSG00000223361"
"5316",5316,-0.0569680672792363,0.22223630074618,"RP11-454P21.1",0.299783747630429,FALSE,"ENSG00000249937"
"5317",5317,-0.286688569823824,1.46323181182357e-05,"CDH18",0.000119166742183922,FALSE,"ENSG00000145526"
"5318",5318,-0.00709604944825399,0.462179871366115,"GUSBP1",0.477549273264276,FALSE,"ENSG00000183666"
"5319",5319,-0.0364256459862784,0.312778672217947,"RP11-360I2.1",0.375289394440314,FALSE,"ENSG00000272130"
"5320",5320,-0.193555589133404,0.00356843426333738,"CDH12",0.0121177587315237,FALSE,"ENSG00000154162"
"5321",5321,-0.0413822268985576,0.289582017222802,"HSPD1P1",0.356586840900201,FALSE,"ENSG00000213430"
"5322",5322,-0.112564593314338,0.0635872996437363,"CTD-2015B23.2",0.120104008483214,FALSE,"ENSG00000226432"
"5323",5323,-0.235089384259699,0.000435352492115571,"CDH10",0.00207711096023666,TRUE,"ENSG00000040731"
"5324",5324,-0.122263353721018,0.0483973756734472,"CDH6",0.097516498455135,TRUE,"ENSG00000113361"
"5325",5325,-0.162537628740349,0.0127542425743218,"DROSHA",0.0340555636392019,TRUE,"ENSG00000113360"
"5326",5326,-0.219981962959058,0.000991300626644865,"C5orf22",0.00417071605112779,FALSE,"ENSG00000082213"
"5327",5327,-0.021402043609559,0.387258683439755,"PDZD2",0.428834878562783,FALSE,"ENSG00000133401"
"5328",5328,0.13737060135203,0.0305174354145773,"CTD-2152M20.2",0.0685050350735576,FALSE,"ENSG00000250764"
"5329",5329,-0.134811625976706,0.033101746128293,"GOLPH3",0.0727874659370487,FALSE,"ENSG00000113384"
"5330",5330,0.0972788157548615,0.0944338969136231,"CTD-2186M15.3",0.162213260987346,FALSE,"ENSG00000272086"
"5331",5331,-0.196200365542923,0.0031659950418064,"MTMR12",0.0109928094371935,FALSE,"ENSG00000150712"
"5332",5332,-0.0752818974146835,0.155543487529507,"ZFR",0.232826539906152,FALSE,"ENSG00000056097"
"5333",5333,-0.285534783152192,1.59609739429264e-05,"SUB1",0.000128419416404486,FALSE,"ENSG00000113387"
"5334",5334,0.0149957135358701,0.420476706745898,"RP11-36C20.1",0.451598889055092,FALSE,"ENSG00000240376"
"5335",5335,-0.0683681615789466,0.179047981592808,"CTD-2203K17.1",0.257473957001228,FALSE,"ENSG00000249572"
"5336",5336,-0.00661059382021358,0.464760471976805,"TARS",0.479299955896298,FALSE,"ENSG00000113407"
"5337",5337,0.0565980782109577,0.223727683790759,"SLC45A2",0.301183460216166,FALSE,"ENSG00000164175"
"5338",5338,-0.11919354665485,0.0528654049923309,"AMACR",0.104426135626509,FALSE,"ENSG00000242110"
"5339",5339,0.204951738394848,0.00210290061937861,"C1QTNF3",0.00785056742421008,FALSE,"ENSG00000082196"
"5340",5340,0.159422632354744,0.0143146804754769,"RP11-1023L17.1",0.0373256132804656,FALSE,"ENSG00000215158"
"5341",5341,0.0166166967386256,0.41200995358487,"RP11-1023L17.2",0.445976613441082,FALSE,"ENSG00000215156"
"5342",5342,0.151562992367435,0.0189724001839725,"RAI14",0.0468987356893738,FALSE,"ENSG00000039560"
"5343",5343,0.185276645407116,0.00512987970902292,"CTD-2517O10.6",0.0162805540011973,FALSE,"ENSG00000272323"
"5344",5344,-0.0173112095670689,0.40839420460449,"TTC23L",0.443429813562095,FALSE,"ENSG00000205838"
"5345",5345,-0.412581185281489,1.44231268342199e-11,"RAD1",7.54300181683658e-10,FALSE,"ENSG00000113456"
"5346",5346,-0.104537094337651,0.0786715711067219,"BRIX1",0.141021064037043,FALSE,"ENSG00000113460"
"5347",5347,-0.27278872816512,4.02202551151765e-05,"DNAJC21",0.000279932975601628,FALSE,"ENSG00000168724"
"5348",5348,-0.168725485212014,0.0100750710289438,"SPEF2",0.0281567278336825,FALSE,"ENSG00000152582"
"5349",5349,-0.0645374824708762,0.192953454377512,"IL7R",0.271700859239947,FALSE,"ENSG00000168685"
"5350",5350,-0.214220194810634,0.00133261946528736,"LMBRD2",0.00534168980376605,FALSE,"ENSG00000164187"
"5351",5351,0.0858709858762374,0.123552438880811,"SKP2",0.197640458298346,FALSE,"ENSG00000145604"
"5352",5352,0.287469947679732,1.37915617704413e-05,"NADK2",0.00011417838271681,FALSE,"ENSG00000152620"
"5353",5353,0.255985642109967,0.000123660515577677,"RANBP3L",0.000724157716332842,FALSE,"ENSG00000164188"
"5354",5354,0.425758424361567,1.73261301365037e-12,"SLC1A3",1.14044692115605e-10,FALSE,"ENSG00000079215"
"5355",5355,0.156233935850118,0.0160739989016454,"CTD-2353F22.1",0.0410151387429132,FALSE,"ENSG00000250155"
"5356",5356,-0.125358880939182,0.0441938062221906,"CTD-2653M23.3",0.0909622495239951,FALSE,"ENSG00000272103"
"5357",5357,0.161245251397829,0.0133833974997168,"NIPBL",0.0354328901785305,FALSE,"ENSG00000164190"
"5358",5358,-0.0430664519476177,0.281881741848003,"RPS4XP6",0.350469345990962,FALSE,"ENSG00000244073"
"5359",5359,-0.113992236023476,0.0611500668835952,"C5orf42",0.116512363201365,FALSE,"ENSG00000197603"
"5360",5360,-0.230620195536399,0.000559402979900339,"CTD-2124B8.2",0.00256089078650327,FALSE,"ENSG00000270558"
"5361",5361,-0.0995054443299748,0.0893763332131597,"NUP155",0.155867215234036,FALSE,"ENSG00000113569"
"5362",5362,-0.0618093902767283,0.203234144303234,"WDR70",0.281530995327637,FALSE,"ENSG00000082068"
"5363",5363,0.270875147211523,4.59521230079999e-05,"GDNF",0.000313930345302177,FALSE,"ENSG00000168621"
"5364",5364,0.0849304217391147,0.126198341372183,"GDNF-AS1",0.200685751478771,FALSE,"ENSG00000248587"
"5365",5365,0.267991542479459,5.60210083818632e-05,"EGFLAM",0.000369960520700027,FALSE,"ENSG00000164318"
"5366",5366,0.315334847696378,1.40169283634408e-06,"LIFR",1.58641819316997e-05,FALSE,"ENSG00000113594"
"5367",5367,0.195120948992395,0.00332518238985689,"LIFR-AS1",0.0114286941777966,FALSE,"ENSG00000244968"
"5368",5368,0.539548051427164,1.17988110732261e-24,"OSMR",7.86980698584181e-22,FALSE,"ENSG00000145623"
"5369",5369,-0.0729497625869367,0.163241380359602,"RICTOR",0.241016294860755,FALSE,"ENSG00000164327"
"5370",5370,0.409694869485983,2.24453838551283e-11,"FYB",1.11171319539881e-09,FALSE,"ENSG00000082074"
"5371",5371,0.175679431167728,0.0076482342899537,"DAB2",0.022400639365043,FALSE,"ENSG00000153071"
"5372",5372,0.18368635391463,0.0054894297171964,"PTGER4",0.0172060602507989,FALSE,"ENSG00000171522"
"5373",5373,-0.217694853809637,0.00111612717543446,"TTC33",0.00461059140801889,FALSE,"ENSG00000113638"
"5374",5374,-0.0612478090700622,0.205388976371948,"PRKAA1",0.283554120132654,FALSE,"ENSG00000132356"
"5375",5375,0.0992092581115202,0.0900376076635966,"RPL37",0.156760856986737,TRUE,"ENSG00000145592"
"5376",5376,0.316987182784508,1.21009357340187e-06,"CARD6",1.40289527252442e-05,FALSE,"ENSG00000132357"
"5377",5377,0.271987749789486,4.25342015876804e-05,"C7",0.000293654584339664,FALSE,"ENSG00000112936"
"5378",5378,-0.267995831356298,5.60046333147869e-05,"PLCXD3",0.000369960520700027,TRUE,"ENSG00000182836"
"5379",5379,-0.216569100848611,0.0011825623284244,"OXCT1",0.00484501887628426,FALSE,"ENSG00000083720"
"5380",5380,0.0152345568729118,0.419226842683678,"OXCT1-AS1",0.450570905688065,FALSE,"ENSG00000248668"
"5381",5381,0.184401700232099,0.00532509364101131,"C5orf51",0.0167776922935973,FALSE,"ENSG00000205765"
"5382",5382,0.0857256148314956,0.123958907446171,"FBXO4",0.198068972131109,FALSE,"ENSG00000151876"
"5383",5383,-0.0522855769684635,0.241510815212461,"GHR",0.316700103788074,FALSE,"ENSG00000112964"
"5384",5384,0.0962892873158638,0.096745840328126,"CCDC152",0.165093319543391,FALSE,"ENSG00000198865"
"5385",5385,0.170455422909748,0.00941746240865692,"SEPP1",0.0266614916238292,FALSE,"ENSG00000250722"
"5386",5386,0.118358812241796,0.0541334865762752,"CTD-2325A15.5",0.106259669059375,FALSE,"ENSG00000272234"
"5387",5387,0.0433774764104665,0.280470243895867,"CTD-2201E18.5",0.349365636227359,FALSE,"ENSG00000271788"
"5388",5388,0.0963150456382249,0.0966851531041162,"CTD-2201E18.3",0.165017904607076,FALSE,"ENSG00000177738"
"5389",5389,0.117233513937252,0.0558797023114841,"CTD-2035E11.4",0.108888958319362,FALSE,"ENSG00000272382"
"5390",5390,0.180245334607075,0.00634244939239433,"ANXA2R",0.0193228398815181,FALSE,"ENSG00000177721"
"5391",5391,0.112600924616118,0.0635243820023528,"AC025171.1",0.120007825138508,FALSE,"ENSG00000215068"
"5392",5392,-0.023373844391908,0.377181483624248,"CTD-2035E11.5",0.422232251038949,FALSE,"ENSG00000272144"
"5393",5393,-0.246866410989506,0.000218065769550159,"ZNF131",0.00116639830224504,FALSE,"ENSG00000172262"
"5394",5394,0.161161215066037,0.0134251922048671,"NIM1",0.0355012681405301,FALSE,"ENSG00000177453"
"5395",5395,-0.0614886749311385,0.20446315246991,"CTD-2636A23.2",0.282626946734105,FALSE,"ENSG00000261604"
"5396",5396,-0.106993962187755,0.0738003306398216,"HMGCS1",0.13445730821295,FALSE,"ENSG00000112972"
"5397",5397,-0.0913696929842775,0.108837405844413,"CCL28",0.17969803581348,FALSE,"ENSG00000151882"
"5398",5398,-0.153862689412003,0.0174957161282013,"C5orf28",0.0439038474699409,FALSE,"ENSG00000151881"
"5399",5399,-0.128252698541173,0.0405272021551328,"C5orf34",0.08524976324834,FALSE,"ENSG00000172244"
"5400",5400,0.0886778074402377,0.115881076223459,"EEF1A1P19",0.188182140499222,FALSE,"ENSG00000249855"
"5401",5401,-0.0399839344070006,0.296046599792657,"PAIP1",0.361874921310389,FALSE,"ENSG00000172239"
"5402",5402,0.043600076619237,0.279462069916581,"NNT-AS1",0.348722249166629,FALSE,"ENSG00000248092"
"5403",5403,-0.201718655520714,0.00245190506744183,"CTD-2210P15.2",0.00888493668951665,FALSE,"ENSG00000249286"
"5404",5404,-0.208047812646529,0.00181049387903286,"NNT",0.00691637696056652,FALSE,"ENSG00000112992"
"5405",5405,-0.254241671896075,0.00013813748742761,"RP11-53O19.1",0.000793834326084568,FALSE,"ENSG00000251141"
"5406",5406,-0.254588685399131,0.000135139243041664,"MRPS30",0.000778615343928977,FALSE,"ENSG00000112996"
"5407",5407,-0.0264551606737307,0.361596817906021,"RP11-53O19.3",0.412141280832734,FALSE,"ENSG00000272335"
"5408",5408,-0.32310996650571,6.93586013698717e-07,"HCN1",8.92939545498287e-06,TRUE,"ENSG00000164588"
"5409",5409,-0.200689850865977,0.00257315772518833,"EMB",0.00925393351563957,FALSE,"ENSG00000170571"
"5410",5410,-0.246666018166815,0.000220730598221893,"PARP8",0.00117844697716651,FALSE,"ENSG00000151883"
"5411",5411,0.204579754147964,0.00214069119318064,"ITGA1",0.00796489973513288,FALSE,"ENSG00000213949"
"5412",5412,-0.119958908329112,0.0517228746029793,"PELO",0.102767820554624,FALSE,"ENSG00000152684"
"5413",5413,0.057046250484625,0.221921856841564,"ITGA2",0.299497966911694,TRUE,"ENSG00000164171"
"5414",5414,0.0276531121223493,0.355595669416337,"CTD-2366F13.2",0.407903539613672,FALSE,"ENSG00000272123"
"5415",5415,-0.312741440048241,1.76063383214749e-06,"MOCS2",1.94320369449925e-05,FALSE,"ENSG00000164172"
"5416",5416,-0.224076219172105,0.0007985939923189,"CTD-2366F13.1",0.00345659120302244,FALSE,"ENSG00000247796"
"5417",5417,-0.16451410595502,0.0118401470212081,"NDUFS4",0.0320337130738743,FALSE,"ENSG00000164258"
"5418",5418,0.0185640228801088,0.401891067103761,"CTD-2081C10.7",0.439153260094834,FALSE,"ENSG00000272416"
"5419",5419,0.221473455117084,0.000916761038919478,"SNX18",0.00390223109737902,FALSE,"ENSG00000178996"
"5420",5420,0.0704166968286009,0.171868836516533,"GZMA",0.249938208824447,FALSE,"ENSG00000145649"
"5421",5421,-0.0245624387493361,0.371145337456592,"GPX8",0.418142473990393,FALSE,"ENSG00000164294"
"5422",5422,0.0311501454173586,0.33827874104135,"CCNO",0.395152224649002,FALSE,"ENSG00000152669"
"5423",5423,0.0704404874845682,0.171786520430315,"DHX29",0.249899860094832,FALSE,"ENSG00000067248"
"5424",5424,-0.092319028420816,0.10642592835443,"SKIV2L2",0.176780023979929,FALSE,"ENSG00000039123"
"5425",5425,0.290761183015163,1.07186278441008e-05,"PPAP2A",9.1658009897631e-05,FALSE,"ENSG00000067113"
"5426",5426,-0.170554682814505,0.00938086167503128,"SLC38A9",0.0265729108320181,FALSE,"ENSG00000177058"
"5427",5427,-0.0292010981706182,0.347892154296903,"DDX4",0.402202806140818,FALSE,"ENSG00000152670"
"5428",5428,0.324896036491686,5.87519550359948e-07,"IL6ST",7.7701693342383e-06,FALSE,"ENSG00000134352"
"5429",5429,0.091552094775416,0.10837114893419,"CTD-2031P19.3",0.179185811450433,FALSE,"ENSG00000227908"
"5430",5430,-0.304433458306289,3.57640874040188e-06,"ANKRD55",3.56216719240626e-05,FALSE,"ENSG00000164512"
"5431",5431,0.0774110934146326,0.148721230835305,"AC022431.1",0.225311313523203,FALSE,"ENSG00000226221"
"5432",5432,0.14866112957351,0.020980848978611,"MAP3K1",0.0507957396324267,FALSE,"ENSG00000095015"
"5433",5433,0.020487813976984,0.39195648294022,"SETD9",0.432100116998171,FALSE,"ENSG00000155542"
"5434",5434,0.035186616322162,0.318695972705282,"MIER3",0.379974165157165,FALSE,"ENSG00000155545"
"5435",5435,0.173970742313866,0.00819273683995892,"CTD-2310F14.1",0.0237382948403675,FALSE,"ENSG00000271828"
"5436",5436,-0.137543120966415,0.0303492064298093,"GPBP1",0.0682268981755402,FALSE,"ENSG00000062194"
"5437",5437,-0.25735012870804,0.000113315146367389,"PLK2",0.000673429188836192,FALSE,"ENSG00000145632"
"5438",5438,0.175051500352734,0.00784463009519619,"GAPT",0.0228754077826983,FALSE,"ENSG00000175857"
"5439",5439,-0.315167931423252,1.42255389410169e-06,"RAB3C",1.60639409824915e-05,TRUE,"ENSG00000152932"
"5440",5440,-0.164051164117158,0.0120491522758797,"PDE4D",0.032489359525718,FALSE,"ENSG00000113448"
"5441",5441,-0.332040408176878,2.97449986360336e-07,"PART1",4.32556266502203e-06,FALSE,"ENSG00000152931"
"5442",5442,-0.190814789168345,0.00403182462845769,"DEPDC1B",0.0133858985922413,FALSE,"ENSG00000035499"
"5443",5443,0.229921220357256,0.000581446209160163,"ELOVL7",0.00264245710772084,FALSE,"ENSG00000164181"
"5444",5444,-0.00971888331410331,0.448266567147178,"RP11-231G3.1",0.468838281863633,FALSE,"ENSG00000272308"
"5445",5445,-0.0573123233072265,0.220853585030181,"ERCC8",0.298660555278363,FALSE,"ENSG00000049167"
"5446",5446,-0.135648820143621,0.0322377160937755,"NDUFAF2",0.0714291550256282,FALSE,"ENSG00000164182"
"5447",5447,0.105405937054145,0.0769226751485554,"SMIM15",0.138606279128554,FALSE,"ENSG00000188725"
"5448",5448,0.226847347365692,0.000687938240553705,"ZSWIM6",0.0030475191927119,FALSE,"ENSG00000130449"
"5449",5449,-0.0170111353948364,0.409955534434523,"RP11-631M6.2",0.444594344156675,FALSE,"ENSG00000250461"
"5450",5450,0.103406883016537,0.0809899886975281,"C5orf64",0.14420801511279,FALSE,"ENSG00000178722"
