"","gene","Seed","Gene","R","P","FDR"
"cor","TSPAN6","ENSG00000244731","ENSG00000000003",0.285445969252308,0.000501095073990799,0.00949648855664621
"cor1","TNMD","ENSG00000244731","ENSG00000000005",-0.204534263950308,0.0135965863862152,0.0858385842017795
"cor2","DPM1","ENSG00000244731","ENSG00000000419",-0.0755777922654987,0.366264085710465,0.628554133854736
"cor3","SCYL3","ENSG00000244731","ENSG00000000457",0.0393955341675713,0.638025033958259,0.82586515895095
"cor4","C1orf112","ENSG00000244731","ENSG00000000460",0.0843217671824287,0.313273217202745,0.578390473365987
"cor5","FGR","ENSG00000244731","ENSG00000000938",0.286172544359102,0.000484073687245872,0.00926244633635866
"cor6","CFH","ENSG00000244731","ENSG00000000971",0.329785538952555,5.10670426574681e-05,0.00184342010847841
"cor7","FUCA2","ENSG00000244731","ENSG00000001036",0.302661749586769,0.00021546642338512,0.00529821443907019
"cor8","GCLC","ENSG00000244731","ENSG00000001084",0.123626160490606,0.138483818090368,0.367231663382509
"cor9","NFYA","ENSG00000244731","ENSG00000001167",0.104365327672208,0.211569077850023,0.465271451579053
"cor10","STPG1","ENSG00000244731","ENSG00000001460",-0.12987125370873,0.1194887591358,0.337132269071276
"cor11","NIPAL3","ENSG00000244731","ENSG00000001461",-0.078424180697092,0.348437762901604,0.611634877138591
"cor12","LAS1L","ENSG00000244731","ENSG00000001497",0.0282516658191729,0.735877162201454,0.880855757055897
"cor13","ENPP4","ENSG00000244731","ENSG00000001561",-0.0558246025111641,0.504823566212786,0.739307144450462
"cor14","SEMA3F","ENSG00000244731","ENSG00000001617",0.265838322498582,0.00123027709804098,0.017374883246525
"cor15","CFTR","ENSG00000244731","ENSG00000001626",0.0230889458802615,0.782810659270532,0.905452958478954
"cor16","ANKIB1","ENSG00000244731","ENSG00000001629",0.107757950220872,0.197013535112384,0.447209731807974
"cor17","CYP51A1","ENSG00000244731","ENSG00000001630",0.0431783172506505,0.606080504561449,0.807620878732581
"cor18","KRIT1","ENSG00000244731","ENSG00000001631",0.0309166007145724,0.712014962987302,0.868544354017451
"cor19","RAD52","ENSG00000244731","ENSG00000002016",0.0235903347170637,0.778215086257189,0.903297258869299
"cor20","BAD","ENSG00000244731","ENSG00000002330",-0.172362997739547,0.0381626450483615,0.166261665563974
"cor21","LAP3","ENSG00000244731","ENSG00000002549",0.412451914289822,2.53687568838401e-07,3.15871661799079e-05
"cor22","CD99","ENSG00000244731","ENSG00000002586",0.497474910865328,1.94558312169684e-10,1.5670456055817e-07
"cor23","HS3ST1","ENSG00000244731","ENSG00000002587",-0.0884919236794256,0.28985526039536,0.554867014366459
"cor24","WNT16","ENSG00000244731","ENSG00000002745",-0.12041539775507,0.149105385854049,0.382279998546383
"cor25","HECW1","ENSG00000244731","ENSG00000002746",-0.261529234576058,0.00148569883922948,0.0198406227369434
"cor26","MAD1L1","ENSG00000244731","ENSG00000002822",0.021409603671849,0.798256831051451,0.912789332897964
"cor27","LASP1","ENSG00000244731","ENSG00000002834",-0.100279464616714,0.230100079468976,0.488477015751041
"cor28","SNX11","ENSG00000244731","ENSG00000002919",-0.183983610689038,0.026744492965089,0.132470892403678
"cor29","TMEM176A","ENSG00000244731","ENSG00000002933",0.361102592096906,8.11531030718604e-06,0.000455695006225301
"cor30","M6PR","ENSG00000244731","ENSG00000003056",-0.109811235313481,0.188564423539312,0.436403366022715
"cor31","KLHL13","ENSG00000244731","ENSG00000003096",-0.0238286654432977,0.776033298937565,0.901942742010137
"cor32","CYP26B1","ENSG00000244731","ENSG00000003137",-0.137576313747626,0.0989110024014037,0.301446396581977
"cor33","ICA1","ENSG00000244731","ENSG00000003147",-0.296149200993898,0.00029835835663561,0.00656694131846815
"cor34","DBNDD1","ENSG00000244731","ENSG00000003249",-0.162428464281893,0.0509439216976697,0.199609096660952
"cor35","ALS2","ENSG00000244731","ENSG00000003393",-0.159513423522493,0.0553064402183902,0.209812803972445
"cor36","CASP10","ENSG00000244731","ENSG00000003400",0.153458661425344,0.0653546258899563,0.232980653898718
"cor37","CFLAR","ENSG00000244731","ENSG00000003402",0.381705429249137,2.16710630171963e-06,0.000165741833295317
"cor38","TFPI","ENSG00000244731","ENSG00000003436",0.106759365015914,0.201220357204252,0.452575437313028
"cor39","NDUFAF7","ENSG00000244731","ENSG00000003509",-0.101516623277578,0.224372423463325,0.481117062434741
"cor40","RBM5","ENSG00000244731","ENSG00000003756",0.0946886532166503,0.257264111513846,0.519430250275105
"cor41","MTMR7","ENSG00000244731","ENSG00000003987",-0.242695747209536,0.00326885561872815,0.0339997920569408
"cor42","SLC7A2","ENSG00000244731","ENSG00000003989",0.406577449349736,3.88682762071655e-07,4.31806444380812e-05
"cor43","ARF5","ENSG00000244731","ENSG00000004059",-0.217374951105775,0.00863014028840975,0.0635890843934838
"cor44","SARM1","ENSG00000244731","ENSG00000004139",-0.0772258570419884,0.355875056205817,0.619945114896799
"cor45","POLDIP2","ENSG00000244731","ENSG00000004142",-0.316945773743906,0.000102698712767911,0.00305653189709022
"cor46","PLXND1","ENSG00000244731","ENSG00000004399",0.145702707704594,0.0803512220747403,0.265237243564851
"cor47","AK2","ENSG00000244731","ENSG00000004455",0.27052762218443,0.000998404480608806,0.0151280876444511
"cor48","CD38","ENSG00000244731","ENSG00000004468",0.38822066914764,1.40036482795347e-06,0.000117185074921016
"cor49","FKBP4","ENSG00000244731","ENSG00000004478",-0.232052691995647,0.0049766316293918,0.0448246730929472
"cor50","KDM1A","ENSG00000244731","ENSG00000004487",-0.0350233601072411,0.675789719011846,0.847664211495588
"cor51","RBM6","ENSG00000244731","ENSG00000004534",0.071869778547166,0.390314039367839,0.65011981715566
"cor52","CAMKK1","ENSG00000244731","ENSG00000004660",-0.166651509416899,0.0451328815869254,0.184888687139152
"cor53","RECQL","ENSG00000244731","ENSG00000004700",0.156732452757334,0.0597510397273824,0.22065665391009
"cor54","CCDC132","ENSG00000244731","ENSG00000004766",-0.21445208722643,0.00959194960391509,0.0680195756405744
"cor55","HSPB6","ENSG00000244731","ENSG00000004776",0.153161371253466,0.0658840444742169,0.234123171415754
"cor56","ARHGAP33","ENSG00000244731","ENSG00000004777",-0.00453568841343716,0.956820051405291,0.98257516382638
"cor57","NDUFAB1","ENSG00000244731","ENSG00000004779",-0.217495704515271,0.00859230812106493,0.0635096499891963
"cor58","PDK4","ENSG00000244731","ENSG00000004799",0.260567031660348,0.00154896327414524,0.0204418737469634
"cor59","ZMYND10","ENSG00000244731","ENSG00000004838",0.0443392953913244,0.596420301843904,0.801715577493311
"cor60","ARX","ENSG00000244731","ENSG00000004848",-0.0718453692101904,0.390475438091533,0.650304596883638
"cor61","SLC25A13","ENSG00000244731","ENSG00000004864",0.0557440498983011,0.505439452818573,0.739868779833791
"cor62","ST7","ENSG00000244731","ENSG00000004866",-0.104920353692459,0.209136620724802,0.462419012979436
"cor63","CDC27","ENSG00000244731","ENSG00000004897",-0.113965385912838,0.17228488927306,0.414648495295905
"cor64","HCCS","ENSG00000244731","ENSG00000004961",-0.305660257960982,0.000185001147644347,0.00474922268863087
"cor65","DVL2","ENSG00000244731","ENSG00000004975",0.175514715979304,0.034720340663346,0.156694459859408
"cor66","UPF1","ENSG00000244731","ENSG00000005007",0.10649653341715,0.20233830940634,0.453734996257636
"cor67","SKAP2","ENSG00000244731","ENSG00000005020",-0.0851424285646249,0.308569958707804,0.573917946606393
"cor68","SLC25A5","ENSG00000244731","ENSG00000005022",0.0290117967252189,0.729043934174157,0.877965193634778
"cor69","CCDC109B","ENSG00000244731","ENSG00000005059",0.0833560027826126,0.318867560214313,0.584429945352519
"cor70","POLR2J","ENSG00000244731","ENSG00000005075",0.0339816519444411,0.684912406312593,0.852855682220203
"cor71","DHX33","ENSG00000244731","ENSG00000005100",-0.093100110702559,0.26536852080943,0.528195864958085
"cor72","THSD7A","ENSG00000244731","ENSG00000005108",0.10807482587976,0.195692018937653,0.445326337285809
"cor73","LIG3","ENSG00000244731","ENSG00000005156",0.0352311075054543,0.673975953838307,0.846666483122704
"cor74","RPAP3","ENSG00000244731","ENSG00000005175",-0.151459246297286,0.0689829282006926,0.240558245358497
"cor75","ACSM3","ENSG00000244731","ENSG00000005187",0.136975636486567,0.100407249995411,0.304064911453614
"cor76","AC004381.6","ENSG00000244731","ENSG00000005189",-0.129090395435029,0.121746926426538,0.340634983210262
"cor77","CIAPIN1","ENSG00000244731","ENSG00000005194",-0.223315834304175,0.00693416386570889,0.0555552189850111
"cor78","SPPL2B","ENSG00000244731","ENSG00000005206",0.0918135397337607,0.272058574813796,0.535007878130019
"cor79","FAM214B","ENSG00000244731","ENSG00000005238",0.0757283362523928,0.3653073949788,0.627779223775409
"cor80","COPZ2","ENSG00000244731","ENSG00000005243",0.201707252915124,0.0149777798438363,0.0915431106699165
"cor81","PRKAR2B","ENSG00000244731","ENSG00000005249",-0.148854077301231,0.0739543762656683,0.251497571430444
"cor82","MSL3","ENSG00000244731","ENSG00000005302",-0.213346101457701,0.00997984017179062,0.0699597869867411
"cor83","CREBBP","ENSG00000244731","ENSG00000005339",-0.0726219779650773,0.385360056212456,0.645959292977357
"cor84","BZRAP1","ENSG00000244731","ENSG00000005379",-0.177940703942253,0.032252798025426,0.149430813645035
"cor85","MPO","ENSG00000244731","ENSG00000005381",0.0178697267979309,0.831065957436353,0.928702969327643
"cor86","PON1","ENSG00000244731","ENSG00000005421",0.0713513223342835,0.393750779599718,0.653382154623839
"cor87","GCFC2","ENSG00000244731","ENSG00000005436",0.0610152936287818,0.465975975525155,0.713481980723726
"cor88","WDR54","ENSG00000244731","ENSG00000005448",-0.151319298052326,0.069242902547058,0.241203753243394
"cor89","CROT","ENSG00000244731","ENSG00000005469",-0.07196117631495,0.389710058084333,0.649636856645346
"cor90","ABCB4","ENSG00000244731","ENSG00000005471",0.0410947469773431,0.623588598448843,0.817271651308272
"cor91","KMT2E","ENSG00000244731","ENSG00000005483",0.0819749910620921,0.326979015193611,0.592905384663017
"cor92","RHBDD2","ENSG00000244731","ENSG00000005486",-0.113981526934512,0.172223731605656,0.414540012925307
"cor93","SOX8","ENSG00000244731","ENSG00000005513",0.156728685830122,0.0597572532122461,0.22065665391009
"cor94","IBTK","ENSG00000244731","ENSG00000005700",0.00263065389483073,0.974948027880985,0.989516438199552
"cor95","ZNF195","ENSG00000244731","ENSG00000005801",0.0369337815111428,0.659181950028511,0.838437228396534
"cor96","MYCBP2","ENSG00000244731","ENSG00000005810",-0.22601477581877,0.00626676578631357,0.0521293108740204
"cor97","FBXL3","ENSG00000244731","ENSG00000005812",0.00428194297179682,0.959233576242239,0.983404174988103
"cor98","ITGAL","ENSG00000244731","ENSG00000005844",0.442109457444562,2.58847063597205e-08,4.9055325126135e-06
"cor99","PDK2","ENSG00000244731","ENSG00000005882",0.0120416701058789,0.885696999737567,0.952514164701496
"cor100","ITGA3","ENSG00000244731","ENSG00000005884",-0.137048279018526,0.100225358897518,0.303834139245273
"cor101","ZFX","ENSG00000244731","ENSG00000005889",0.143207018699738,0.0857265338211002,0.275645965592885
"cor102","LAMP2","ENSG00000244731","ENSG00000005893",0.144897896093758,0.0820542340515372,0.268211366975395
"cor103","GGNBP2","ENSG00000244731","ENSG00000005955",-0.0742848489546743,0.374544142924105,0.635224106055529
"cor104","ITGA2B","ENSG00000244731","ENSG00000005961",-0.071056699622038,0.395711825451082,0.654533178122773
"cor105","ASB4","ENSG00000244731","ENSG00000005981",0.108749375182278,0.192900274331591,0.441402964007996
"cor106","GDE1","ENSG00000244731","ENSG00000006007",-0.1423650342928,0.0876035796853159,0.279615438118803
"cor107","C19orf60","ENSG00000244731","ENSG00000006015",-0.121800601126423,0.144449883210468,0.375812702452328
"cor108","CRLF1","ENSG00000244731","ENSG00000006016",0.138863033292521,0.0957651536284391,0.295361927908392
"cor109","OSBPL7","ENSG00000244731","ENSG00000006025",0.0155975774734352,0.852283662124264,0.937828591879383
"cor110","TMEM98","ENSG00000244731","ENSG00000006042",0.0671843790783958,0.422025158878841,0.676882790491279
"cor111","YBX2","ENSG00000244731","ENSG00000006047",-0.0438719852739477,0.600300327874514,0.803877746942326
"cor112","MAP3K14","ENSG00000244731","ENSG00000006062",0.0495276754433346,0.554122755563415,0.774189612372577
"cor113","ABCC8","ENSG00000244731","ENSG00000006071",-0.0901510086433334,0.280871458121707,0.545073301386939
"cor114","CCL3","ENSG00000244731","ENSG00000006075",0.196530954675325,0.0178257694267796,0.101962135198806
"cor115","SYNRG","ENSG00000244731","ENSG00000006114",-0.0402680726772092,0.630594568114652,0.821541698714585
"cor116","CACNG3","ENSG00000244731","ENSG00000006116",-0.135354599054227,0.104534324274528,0.310936834835739
"cor117","TMEM132A","ENSG00000244731","ENSG00000006118",0.0192752977196351,0.818000225732431,0.922019102426179
"cor118","AP2B1","ENSG00000244731","ENSG00000006125",-0.122218772600838,0.143066348521103,0.373558106248902
"cor119","TAC1","ENSG00000244731","ENSG00000006128",-0.282664673141913,0.000571482017796567,0.0103509329070195
"cor120","ZNF263","ENSG00000244731","ENSG00000006194",-0.103627854194329,0.214832342291779,0.468893789653956
"cor121","CX3CL1","ENSG00000244731","ENSG00000006210",-0.159790158850486,0.0548794783070624,0.208715312658437
"cor122","SPATA20","ENSG00000244731","ENSG00000006282",0.0725574370518041,0.385783625308066,0.646375034693499
"cor123","CACNA1G","ENSG00000244731","ENSG00000006283",-0.0797374211744271,0.340400377876662,0.605151009752593
"cor124","TNFRSF12A","ENSG00000244731","ENSG00000006327",0.13091229554966,0.116528830681006,0.332046095587729
"cor125","DLX6","ENSG00000244731","ENSG00000006377",-0.044175501225213,0.597778980838148,0.802665040485669
"cor126","MAP3K9","ENSG00000244731","ENSG00000006432",-0.302758570302752,0.000214413909917404,0.00528327353175065
"cor127","RALA","ENSG00000244731","ENSG00000006451",0.0229885532370378,0.783731734204792,0.905821646732634
"cor128","BAIAP2L1","ENSG00000244731","ENSG00000006453",0.0462459050556623,0.580708369767821,0.791620961675349
"cor129","JHDM1D","ENSG00000244731","ENSG00000006459",-0.103636078408496,0.214795753947102,0.468886741952453
"cor130","ETV1","ENSG00000244731","ENSG00000006468",-0.207606691796761,0.0122229796461831,0.0799581414722647
"cor131","AGK","ENSG00000244731","ENSG00000006530",-0.206892628497858,0.0125308773400256,0.0813323678070564
"cor132","ALDH3B1","ENSG00000244731","ENSG00000006534",0.278628956261236,0.000689909965021101,0.0117501174039921
"cor133","TTC22","ENSG00000244731","ENSG00000006555",-0.099271839988188,0.234840490037778,0.493781921213386
"cor134","PHTF2","ENSG00000244731","ENSG00000006576",0.0817401895725366,0.328371209550116,0.59427583050004
"cor135","CCL26","ENSG00000244731","ENSG00000006606",0.0822529260524562,0.325335981564674,0.591423194901751
"cor136","FARP2","ENSG00000244731","ENSG00000006607",0.0208818021906429,0.80312791100092,0.914856436270574
"cor137","USH1C","ENSG00000244731","ENSG00000006611",0.189972782729026,0.022099168922122,0.116600527279326
"cor138","GGCT","ENSG00000244731","ENSG00000006625",-0.174779862817637,0.0354985531924444,0.158855831966468
"cor139","DBF4","ENSG00000244731","ENSG00000006634",-0.236539808966871,0.00417761924428325,0.0399680617676898
"cor140","TBXA2R","ENSG00000244731","ENSG00000006638",0.198449991596506,0.0167194077219134,0.0980657084479018
"cor141","IFRD1","ENSG00000244731","ENSG00000006652",-0.0619221623747543,0.459361630036251,0.708490614119701
"cor142","COX10","ENSG00000244731","ENSG00000006695",-0.136154610799992,0.102481180801232,0.307562873075331
"cor143","GTF2IRD1","ENSG00000244731","ENSG00000006704",0.116920110796671,0.161355433955987,0.399573453904724
"cor144","PAF1","ENSG00000244731","ENSG00000006712",0.127028661208994,0.127867967205183,0.350533802275789
"cor145","VPS41","ENSG00000244731","ENSG00000006715",-0.158693894841722,0.0565869464928183,0.212844674995121
"cor146","ARHGAP44","ENSG00000244731","ENSG00000006740",-0.253678231139255,0.0020785279367663,0.025080514532872
"cor147","ELAC2","ENSG00000244731","ENSG00000006744",-0.154884222021924,0.0628639896081168,0.227713732756434
"cor148","SCIN","ENSG00000244731","ENSG00000006747",0.435672505825661,4.32838365687872e-08,7.7076624913688e-06
"cor149","ARSD","ENSG00000244731","ENSG00000006756",0.357297265409961,1.02556709218147e-05,0.000548401789084757
"cor150","PNPLA4","ENSG00000244731","ENSG00000006757",0.151295571059629,0.0692870577480646,0.241312197105277
"cor151","ADIPOR2","ENSG00000244731","ENSG00000006831",0.213265511372497,0.0100086376264824,0.0700604633853767
"cor152","CDKL3","ENSG00000244731","ENSG00000006837",0.0443592535907884,0.596254842958289,0.801704435411703
"cor153","UPP2","ENSG00000244731","ENSG00000007001",-0.01609236097711,0.847653720819324,0.935168127083012
"cor154","MARK4","ENSG00000244731","ENSG00000007047",-0.0309549283094555,0.711673735107276,0.868426885084299
"cor155","PROM1","ENSG00000244731","ENSG00000007062",-0.0447005114205616,0.593428930601775,0.80007518215882
"cor156","CCDC124","ENSG00000244731","ENSG00000007080",0.154809630328913,0.0629923571112986,0.22793275476437
"cor157","CEACAM21","ENSG00000244731","ENSG00000007129",0.309846316603954,0.000149126588303888,0.0040544184461439
"cor158","PAFAH1B1","ENSG00000244731","ENSG00000007168",-0.293017554534147,0.000347965468319273,0.0073033078016783
"cor159","NOS2","ENSG00000244731","ENSG00000007171",-0.10709314914351,0.19980704401599,0.450671808214591
"cor160","DNAH9","ENSG00000244731","ENSG00000007174",-0.0897168509321471,0.283204108441754,0.547666768530745
"cor161","KIAA0100","ENSG00000244731","ENSG00000007202",-0.140169849027178,0.0926518272197172,0.289491473034505
"cor162","GAS7","ENSG00000244731","ENSG00000007237",-0.158149961032033,0.0574502432926676,0.215127498274766
"cor163","TRAPPC6A","ENSG00000244731","ENSG00000007255",0.0672215449817004,0.421767880533848,0.676792762599888
"cor164","MATK","ENSG00000244731","ENSG00000007264",-0.106577675764369,0.201992694192713,0.453433234236267
"cor165","CD79B","ENSG00000244731","ENSG00000007312",0.101234570613414,0.22566928019194,0.482660972123922
"cor166","ST7L","ENSG00000244731","ENSG00000007341",0.145581561098161,0.0806057412739164,0.265839075571839
"cor167","TKTL1","ENSG00000244731","ENSG00000007350",0.291605634945057,0.000372738695872206,0.0076675072761608
"cor168","PAX6","ENSG00000244731","ENSG00000007372",0.293475990739464,0.000340255480688675,0.0072001188499753
"cor169","RPUSD1","ENSG00000244731","ENSG00000007376",-0.134573276272409,0.106570565608116,0.314741578776623
"cor170","RHBDF1","ENSG00000244731","ENSG00000007384",0.280435048538737,0.000634367093610575,0.0110848660818434
"cor171","LUC7L","ENSG00000244731","ENSG00000007392",0.0368170520448652,0.660192056257767,0.839032219275226
"cor172","CACNA2D2","ENSG00000244731","ENSG00000007402",-0.139363381178913,0.0945634876384119,0.292849691242465
"cor173","BAIAP3","ENSG00000244731","ENSG00000007516",-0.16821356026565,0.0431285256561552,0.18004448012014
"cor174","TSR3","ENSG00000244731","ENSG00000007520",0.0630581731312754,0.451149936925546,0.701238600549935
"cor175","PIGQ","ENSG00000244731","ENSG00000007541",-0.0339661031670033,0.685048922735734,0.852866570336867
"cor176","CRAMP1L","ENSG00000244731","ENSG00000007545",-0.0833039529889148,0.319170893474795,0.584836528396088
"cor177","TEAD3","ENSG00000244731","ENSG00000007866",0.282350218871272,0.000579988667701477,0.0104535859589775
"cor178","SELE","ENSG00000244731","ENSG00000007908",0.137679921583019,0.0986547120174774,0.300914384324078
"cor179","DNAJC11","ENSG00000244731","ENSG00000007923",-0.070251756366676,0.40109931380588,0.659643549899997
"cor180","FMO3","ENSG00000244731","ENSG00000007933",-0.113179602556154,0.175281664272086,0.418837984340606
"cor181","MYLIP","ENSG00000244731","ENSG00000007944",-0.148629921628853,0.0743953372279466,0.252563938581809
"cor182","PSMB1","ENSG00000244731","ENSG00000008018",-0.0266711808905779,0.750150810913518,0.887875964386711
"cor183","SYN1","ENSG00000244731","ENSG00000008056",-0.0959320962542739,0.25104009104117,0.512215587911267
"cor184","JARID2","ENSG00000244731","ENSG00000008083",0.190661572804232,0.0216123542066543,0.11497147932349
"cor185","CDKL5","ENSG00000244731","ENSG00000008086",-0.184081629827964,0.0266622250364029,0.132203191244373
"cor186","CAMK1G","ENSG00000244731","ENSG00000008118",-0.283869424580939,0.000539943791176403,0.00999749373116424
"cor187","CDK11A","ENSG00000244731","ENSG00000008128",0.106207044601245,0.203574823173259,0.455305231904509
"cor188","NADK","ENSG00000244731","ENSG00000008130",-0.0191262685225638,0.819383251286837,0.922741465402496
"cor189","DLEC1","ENSG00000244731","ENSG00000008226",0.287335880928555,0.000457927901958017,0.0088942228674197
"cor190","CYTH3","ENSG00000244731","ENSG00000008256",-0.115060652948197,0.168171327972399,0.409118732505977
"cor191","ADAM22","ENSG00000244731","ENSG00000008277",-0.193552792739587,0.0196683647639861,0.108318896031405
"cor192","SYPL1","ENSG00000244731","ENSG00000008282",0.231007615185069,0.00518131609726309,0.0461289261108321
"cor193","CYB561","ENSG00000244731","ENSG00000008283",-0.187408419813754,0.0239954441945502,0.123058357744138
"cor194","SPAG9","ENSG00000244731","ENSG00000008294",0.0562329183714537,0.501707707832965,0.737187985957861
"cor195","CELSR3","ENSG00000244731","ENSG00000008300",-0.116937628768272,0.161292217887351,0.399573453904724
"cor196","AASS","ENSG00000244731","ENSG00000008311",0.347215828306887,1.87958103760483e-05,0.000880805848422306
"cor197","SS18L2","ENSG00000244731","ENSG00000008324",-0.118327600130757,0.156335095248418,0.392382972532158
"cor198","MPND","ENSG00000244731","ENSG00000008382",-0.164971351420113,0.0473749300055002,0.190527308327563
"cor199","MGST1","ENSG00000244731","ENSG00000008394",0.283896851589654,0.000539244851583313,0.00999173026938053
"cor200","CRY1","ENSG00000244731","ENSG00000008405",0.0292874693528608,0.726570984373646,0.876948182291239
"cor201","PGLYRP1","ENSG00000244731","ENSG00000008438",0.171406393093017,0.0392626014800957,0.169053506606747
"cor202","NFIX","ENSG00000244731","ENSG00000008441",-0.0125380591733816,0.881019157798908,0.950696578317315
"cor203","ST3GAL1","ENSG00000244731","ENSG00000008513",-0.119713787303737,0.151506227248286,0.385518955582715
"cor204","MMP25","ENSG00000244731","ENSG00000008516",0.23074187262143,0.00523454923253519,0.0464744305612683
"cor205","IL32","ENSG00000244731","ENSG00000008517",0.21689782599508,0.00878106908732311,0.0643329376511273
"cor206","PKD1","ENSG00000244731","ENSG00000008710",-0.123483536258755,0.138943051202537,0.367860113168381
"cor207","MAPK8IP2","ENSG00000244731","ENSG00000008735",-0.145972810885324,0.0797860826996203,0.264362826388106
"cor208","MED24","ENSG00000244731","ENSG00000008838",-0.04070844819693,0.626858293752389,0.819255494029159
"cor209","RHOBTB2","ENSG00000244731","ENSG00000008853",-0.187281073352964,0.0240931454697978,0.123356521918667
"cor210","HEATR5B","ENSG00000244731","ENSG00000008869",-0.266965717614246,0.00117042850970848,0.0167778778694251
"cor211","SEC62","ENSG00000244731","ENSG00000008952",-0.025242246029242,0.763129201454441,0.895505920519339
"cor212","RPS20","ENSG00000244731","ENSG00000008988",0.122711973501996,0.14144753420185,0.371270101146427
"cor213","CSDE1","ENSG00000244731","ENSG00000009307",0.0431373276781725,0.606422831021999,0.807779328027767
"cor214","UBE3C","ENSG00000244731","ENSG00000009335",-0.296307311334158,0.000296036698066551,0.00653279110994922
"cor215","REV3L","ENSG00000244731","ENSG00000009413",0.0960524937985718,0.250443013686427,0.511685948058182
"cor216","TENM1","ENSG00000244731","ENSG00000009694",-0.0176778423038368,0.832853328472445,0.929227115606673
"cor217","PAX7","ENSG00000244731","ENSG00000009709",-0.254695097134204,0.00199121158032114,0.0243460565802643
"cor218","MASP2","ENSG00000244731","ENSG00000009724",0.0402393239965058,0.630838806943001,0.821541698714585
"cor219","FAM76A","ENSG00000244731","ENSG00000009780",-0.0472160814584707,0.572787696110537,0.785434671182857
"cor220","TRAF3IP3","ENSG00000244731","ENSG00000009790",0.209611195013009,0.0113938221393797,0.0762368566511872
"cor221","POMT2","ENSG00000244731","ENSG00000009830",0.125192381301749,0.133516611733879,0.3597759697678
"cor222","VTA1","ENSG00000244731","ENSG00000009844",-0.193629504904255,0.0196189132191063,0.108201354495856
"cor223","MLXIPL","ENSG00000244731","ENSG00000009950",-0.108419833789673,0.194260502039974,0.443281999077316
"cor224","BAZ1B","ENSG00000244731","ENSG00000009954",-0.0365724807087652,0.662310414885654,0.840260340824592
"cor225","RANBP9","ENSG00000244731","ENSG00000010017",-0.136623625354911,0.101292348119417,0.305560508009111
"cor226","ETV7","ENSG00000244731","ENSG00000010030",0.146979993060383,0.0777068729215284,0.259731951077319
"cor227","SPRTN","ENSG00000244731","ENSG00000010072",0.223080130091767,0.00699534502938385,0.0558371083268317
"cor228","METTL13","ENSG00000244731","ENSG00000010165",-0.177384180592761,0.0328053041809736,0.15124100528644
"cor229","DYRK4","ENSG00000244731","ENSG00000010219",0.036659518261531,0.661556230131862,0.839809880755193
"cor230","ZNF207","ENSG00000244731","ENSG00000010244",0.0364617277400889,0.663270584998323,0.840923609510884
"cor231","UQCRC1","ENSG00000244731","ENSG00000010256",-0.195497885887097,0.0184472256951088,0.104159630332806
"cor232","STARD3NL","ENSG00000244731","ENSG00000010270",-0.122774625341794,0.141242895454161,0.37106602461427
"cor233","CD9","ENSG00000244731","ENSG00000010278",0.235567350312795,0.00434028729505956,0.0410564989327562
"cor234","HHATL","ENSG00000244731","ENSG00000010282",0.133133829769323,0.110403287599787,0.321711061005868
"cor235","NCAPD2","ENSG00000244731","ENSG00000010292",0.101478529829255,0.224547265733166,0.481367481244832
"cor236","IFFO1","ENSG00000244731","ENSG00000010295",-0.0700544608839372,0.402426432853938,0.66066682655151
"cor237","GIPR","ENSG00000244731","ENSG00000010310",0.0863047925047145,0.301987857885081,0.567609955390456
"cor238","PHF7","ENSG00000244731","ENSG00000010318",-0.108482305351913,0.194002108431754,0.44304539630693
"cor239","SEMA3G","ENSG00000244731","ENSG00000010319",0.130419245871161,0.117923504477181,0.334620764548592
"cor240","NISCH","ENSG00000244731","ENSG00000010322",-0.0193692883422974,0.817128258772394,0.921630703222315
"cor241","STAB1","ENSG00000244731","ENSG00000010327",0.477010660624912,1.31374969273377e-09,5.46138460976133e-07
"cor242","FUZ","ENSG00000244731","ENSG00000010361",0.165721086539067,0.0463632685692567,0.188006117700444
"cor243","SLC6A13","ENSG00000244731","ENSG00000010379",-0.0830098632766335,0.320888284613314,0.586482388854316
"cor244","IDS","ENSG00000244731","ENSG00000010404",-0.126799801233163,0.128561771251311,0.351570407663796
"cor245","PRSS3","ENSG00000244731","ENSG00000010438",-0.229916299068561,0.0054030593079303,0.0473990641942123
"cor246","ZNF200","ENSG00000244731","ENSG00000010539",-0.144893368737718,0.0820638953972208,0.268211366975395
"cor247","CD4","ENSG00000244731","ENSG00000010610",0.362758636066581,7.32245287020769e-06,0.000426988462164554
"cor248","LRRC23","ENSG00000244731","ENSG00000010626",0.135920801641319,0.103077916204284,0.308567685521474
"cor249","BTK","ENSG00000244731","ENSG00000010671",0.338116673448036,3.19082222641176e-05,0.00131968309723483
"cor250","HFE","ENSG00000244731","ENSG00000010704",0.297347449168265,0.000281176040492381,0.00631301027679197
"cor251","SCMH1","ENSG00000244731","ENSG00000010803",-0.0549576242272075,0.511472788900038,0.744107665269827
"cor252","FYN","ENSG00000244731","ENSG00000010810",0.276702136983904,0.000754069683547513,0.0124506034745379
"cor253","HIVEP2","ENSG00000244731","ENSG00000010818",-0.157067091052518,0.0592011714918103,0.219220936163576
"cor254","TCEB3","ENSG00000244731","ENSG00000011007",0.0898962010542485,0.282238923388964,0.546538393044866
"cor255","LYPLA2","ENSG00000244731","ENSG00000011009",-0.0681719558543548,0.415219705562016,0.67121630024808
